,nk,dt,spot,mean,std
0,1.0,5.0,10.0,0.0018647193908691406,0.000198835800521218
1,500.0,5.0,10.0,0.0016739368438720703,3.794347606030582e-05
2,1000.0,5.0,10.0,0.0017308712005615235,4.126099235147184e-05
3,3000.0,5.0,10.0,0.001783132553100586,0.00011054562230546162
4,6000.0,5.0,10.0,0.0016945838928222657,8.65772154038354e-05
5,10000.0,5.0,10.0,0.0017472267150878905,0.00016948355601056138
6,1.0,1.0,10.0,0.0018362045288085938,0.00019084126365753366
7,500.0,1.0,10.0,0.001694488525390625,0.00011318977221735624
8,1000.0,1.0,10.0,0.0017117500305175782,8.913546983907913e-05
9,3000.0,1.0,10.0,0.001689004898071289,4.2962313486270064e-05
10,6000.0,1.0,10.0,0.0020497798919677734,5.4090781315201467e-05
11,10000.0,1.0,10.0,0.0026412010192871094,0.00024752956296930217
12,1.0,0.5,10.0,0.0017995834350585938,0.00017326683734628754
13,500.0,0.5,10.0,0.0017961502075195313,4.5364383651959066e-05
14,1000.0,0.5,10.0,0.0018341064453125,0.0001478652268160535
15,3000.0,0.5,10.0,0.0021099567413330076,0.0001118242001966614
16,6000.0,0.5,10.0,0.0029327869415283203,0.00013747695738473828
17,10000.0,0.5,10.0,0.004277420043945312,0.00043357645166378203
18,1.0,0.2,10.0,0.0019348621368408202,0.00024798675484597626
19,500.0,0.2,10.0,0.0018954753875732421,0.00014645286186318665
20,1000.0,0.2,10.0,0.0020459651947021484,8.525957729824693e-05
21,3000.0,0.2,10.0,0.0031606197357177735,6.779303066530536e-05
22,6000.0,0.2,10.0,0.005512332916259766,0.0003770170398012873
23,10000.0,0.2,10.0,0.007916069030761719,0.0006011820722789404
24,1.0,5.0,50.0,0.0018927574157714844,0.00018516670542128105
25,500.0,5.0,50.0,0.001778554916381836,5.756856413099892e-05
26,1000.0,5.0,50.0,0.0017756938934326172,6.916545580564364e-05
27,3000.0,5.0,50.0,0.001769256591796875,9.41066129020065e-05
28,6000.0,5.0,50.0,0.0019098758697509766,5.15678167678185e-05
29,10000.0,5.0,50.0,0.0023343563079833984,0.0003803281391769918
30,1.0,1.0,50.0,0.001933908462524414,0.00023972964298648079
31,500.0,1.0,50.0,0.0017952919006347656,6.386165255421344e-05
32,1000.0,1.0,50.0,0.0019557952880859377,4.403724756160794e-05
33,3000.0,1.0,50.0,0.0030069828033447267,8.225094055378523e-05
34,6000.0,1.0,50.0,0.0048102855682373045,0.00038190159788961437
35,10000.0,1.0,50.0,0.007528829574584961,0.0006829973902048952
36,1.0,0.5,50.0,0.001867198944091797,0.00018365057381894412
37,500.0,0.5,50.0,0.0019190311431884766,0.00010926044827169209
38,1000.0,0.5,50.0,0.002374410629272461,3.563029861606189e-05
39,3000.0,0.5,50.0,0.004698896408081054,0.0003374293803169766
40,6000.0,0.5,50.0,0.007770442962646484,0.0002627122887917895
41,10000.0,0.5,50.0,0.012370157241821288,0.0004490683500380495
42,1.0,0.2,50.0,0.0017376422882080078,8.024156419241733e-05
43,500.0,0.2,50.0,0.0026250839233398437,3.577187740502234e-05
44,1000.0,0.2,50.0,0.004137277603149414,0.0002994310315752396
45,3000.0,0.2,50.0,0.009604263305664062,0.0004067406257432884
46,6000.0,0.2,50.0,0.017886972427368163,0.00023145248328980603
47,10000.0,0.2,50.0,0.029932165145874025,0.0010038773384572796
48,1.0,5.0,100.0,0.0018585681915283202,0.0002663889780700588
49,500.0,5.0,100.0,0.001688241958618164,1.3112588355094966e-05
50,1000.0,5.0,100.0,0.0017427444458007813,6.176184397446667e-05
51,3000.0,5.0,100.0,0.0017924308776855469,6.298638028364661e-05
52,6000.0,5.0,100.0,0.0023572444915771484,0.0004020841510185623
53,10000.0,5.0,100.0,0.0030599117279052736,0.0007539922393547338
54,1.0,1.0,100.0,0.0017701148986816405,0.00020681338436409982
55,500.0,1.0,100.0,0.0018410205841064454,6.474746306458002e-05
56,1000.0,1.0,100.0,0.002278041839599609,4.220868147093579e-05
57,3000.0,1.0,100.0,0.004550123214721679,0.00034732821876697496
58,6000.0,1.0,100.0,0.007440328598022461,0.0004939818929947766
59,10000.0,1.0,100.0,0.012045812606811524,0.0009481643098054169
60,1.0,0.5,100.0,0.0017838001251220704,0.00016178751002431945
61,500.0,0.5,100.0,0.002419281005859375,0.00011924927994394805
62,1000.0,0.5,100.0,0.003721189498901367,0.0006070948192219457
63,3000.0,0.5,100.0,0.007883787155151367,0.0003336228925769056
64,6000.0,0.5,100.0,0.01413278579711914,0.0004143950134115022
65,10000.0,0.5,100.0,0.023999929428100586,0.0015066360049436178
66,1.0,0.2,100.0,0.0017824649810791015,8.759167633283165e-05
67,500.0,0.2,100.0,0.003864002227783203,3.75844487920954e-05
68,1000.0,0.2,100.0,0.007311344146728516,0.00040958485545962675
69,3000.0,0.2,100.0,0.017776870727539064,0.0002736153191385118
70,6000.0,0.2,100.0,0.03525867462158203,0.0011959043663230823
71,10000.0,0.2,100.0,0.05790395736694336,0.0009239368157565251
72,1.0,5.0,300.0,0.0018667221069335938,0.00020276916922737882
73,500.0,5.0,300.0,0.0017647266387939454,0.00011541334898285329
74,1000.0,5.0,300.0,0.001827383041381836,0.00013747841281246278
75,3000.0,5.0,300.0,0.002576398849487305,6.086269241851229e-05
76,6000.0,5.0,300.0,0.004130363464355469,0.0005220611944447175
77,10000.0,5.0,300.0,0.006198787689208984,0.001676909225245087
78,1.0,1.0,300.0,0.0018626213073730468,0.00018099890599624504
79,500.0,1.0,300.0,0.0027761936187744142,5.233217751592337e-05
80,1000.0,1.0,300.0,0.004130172729492188,5.6738091848487344e-05
81,3000.0,1.0,300.0,0.01066889762878418,0.0004072534827912821
82,6000.0,1.0,300.0,0.020015573501586913,0.0008533720781245505
83,10000.0,1.0,300.0,0.03242640495300293,0.0016811321131661068
84,1.0,0.5,300.0,0.0018114566802978516,7.744316969309268e-05
85,500.0,0.5,300.0,0.004367685317993164,7.962289634710315e-05
86,1000.0,0.5,300.0,0.00767669677734375,0.0005312205982092439
87,3000.0,0.5,300.0,0.020602607727050783,0.00028296015175450226
88,6000.0,0.5,300.0,0.0372124195098877,0.0004852620768402573
89,10000.0,0.5,300.0,0.06674737930297851,0.0003664964131933847
90,1.0,0.2,300.0,0.0018120765686035155,0.00014101023733994016
91,500.0,0.2,300.0,0.009735631942749023,0.0004743294195583638
92,1000.0,0.2,300.0,0.01768331527709961,0.00032947057838834216
93,3000.0,0.2,300.0,0.050961637496948244,0.0003722154816031034
94,6000.0,0.2,300.0,0.09810309410095215,0.0038001041692130354
95,10000.0,0.2,300.0,0.16917614936828612,0.001157016809804056
